gene_id	ko	pathway
gene=hisC_3	ko01007	Amino acid related enzymes [BR:ko01007]
gene=ktrA_2	ko02000	Transporters [BR:ko02000]
gene=manX_3	ko00051	Fructose and mannose metabolism [PATH:ko00051]
gene=manX_3	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=manX_3	ko02060	Phosphotransferase system (PTS) [PATH:ko02060]
gene=manX_3	ko02000	Transporters [BR:ko02000]
gene=glnQ_12	ko02000	Transporters [BR:ko02000]
gene=phrB	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=sorF_1	ko00030	Pentose phosphate pathway [PATH:ko00030]
gene=sorF_1	ko02060	Phosphotransferase system (PTS) [PATH:ko02060]
gene=sorF_1	ko02000	Transporters [BR:ko02000]
gene=rppH_2	ko03018	RNA degradation [PATH:ko03018]
gene=rppH_2	ko03019	Messenger RNA biogenesis [BR:ko03019]
gene=yflN_5	ko03029	Mitochondrial biogenesis [BR:ko03029]
gene=yclQ_2	ko02000	Transporters [BR:ko02000]
gene=nemA	ko00633	Nitrotoluene degradation [PATH:ko00633]
gene=puuA	ko00330	Arginine and proline metabolism [PATH:ko00330]
gene=menH_6	99997	Function unknown
gene=cooS1	ko00720	Carbon fixation pathways in prokaryotes [PATH:ko00720]
gene=cooS1	ko00680	Methane metabolism [PATH:ko00680]
gene=cooS1	ko00633	Nitrotoluene degradation [PATH:ko00633]
gene=nfsA	ko00633	Nitrotoluene degradation [PATH:ko00633]
gene=yvbW_2	99977	Transport
gene=mepH	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=mepH	ko01011	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
gene=perA	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=perA	ko00541	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]
gene=perA	ko01007	Amino acid related enzymes [BR:ko01007]
gene=dapA_8	ko00300	Lysine biosynthesis [PATH:ko00300]
gene=dapA_8	ko00261	Monobactam biosynthesis [PATH:ko00261]
gene=dxs_3	ko00030	Pentose phosphate pathway [PATH:ko00030]
gene=dxs_3	ko00710	Carbon fixation in photosynthetic organisms [PATH:ko00710]
gene=dxs_3	ko01051	Biosynthesis of ansamycins [PATH:ko01051]
gene=nagE	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=nagE	ko02060	Phosphotransferase system (PTS) [PATH:ko02060]
gene=nagE	ko02000	Transporters [BR:ko02000]
gene=esiB_3	99997	Function unknown
gene=mmuM	ko00270	Cysteine and methionine metabolism [PATH:ko00270]
gene=fptA	ko02000	Transporters [BR:ko02000]
gene=gabR_8	ko03000	Transcription factors [BR:ko03000]
gene=cimA	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=cimA	ko00290	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]
gene=yfhA_5	ko02010	ABC transporters [PATH:ko02010]
gene=yfhA_5	ko02000	Transporters [BR:ko02000]
gene=prs_3	ko00030	Pentose phosphate pathway [PATH:ko00030]
gene=prs_3	ko00230	Purine metabolism [PATH:ko00230]
gene=hcnB_2	ko00460	Cyanoamino acid metabolism [PATH:ko00460]
gene=hcnB_2	ko02042	Bacterial toxins [BR:ko02042]
gene=vanX	ko02020	Two-component system [PATH:ko02020]
gene=vanX	ko01502	Vancomycin resistance [PATH:ko01502]
gene=vanX	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=vanX	ko01011	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
gene=vanX	ko01504	Antimicrobial resistance genes [BR:ko01504]
gene=gcvT_5	ko00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
gene=gcvT_5	ko00260	Glycine, serine and threonine metabolism [PATH:ko00260]
gene=gcvT_5	ko00670	One carbon pool by folate [PATH:ko00670]
gene=yagE	ko00040	Pentose and glucuronate interconversions [PATH:ko00040]
gene=cspA_6	99973	Transcription
gene=regB_2	ko02020	Two-component system [PATH:ko02020]
gene=regB_2	ko01001	Protein kinases [BR:ko01001]
gene=regB_2	ko02022	Two-component system [BR:ko02022]
gene=sdaA_2	ko00260	Glycine, serine and threonine metabolism [PATH:ko00260]
gene=sdaA_2	ko00270	Cysteine and methionine metabolism [PATH:ko00270]
gene=aftD	ko00571	Lipoarabinomannan (LAM) biosynthesis [PATH:ko00571]
gene=aftD	ko00572	Arabinogalactan biosynthesis - Mycobacterium [PATH:ko00572]
gene=aftD	ko01003	Glycosyltransferases [BR:ko01003]
gene=DmdB_1	ko00660	C5-Branched dibasic acid metabolism [PATH:ko00660]
gene=DmdB_1	ko00290	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]
gene=flhC_1	ko02020	Two-component system [PATH:ko02020]
gene=flhC_1	ko02024	Quorum sensing [PATH:ko02024]
gene=flhC_1	ko02026	Biofilm formation - Escherichia coli [PATH:ko02026]
gene=flhC_1	ko02040	Flagellar assembly [PATH:ko02040]
gene=flhC_1	ko02035	Bacterial motility proteins [BR:ko02035]
gene=ycjP_9	ko02010	ABC transporters [PATH:ko02010]
gene=ycjP_9	ko02000	Transporters [BR:ko02000]
gene=fucI	ko00040	Pentose and glucuronate interconversions [PATH:ko00040]
gene=fucI	ko00051	Fructose and mannose metabolism [PATH:ko00051]
gene=nicA_1	ko00760	Nicotinate and nicotinamide metabolism [PATH:ko00760]
gene=gnd	ko00030	Pentose phosphate pathway [PATH:ko00030]
gene=gnd	ko00480	Glutathione metabolism [PATH:ko00480]
gene=spmA	99978	Cell growth
gene=silP	ko04016	MAPK signaling pathway - plant [PATH:ko04016]
gene=silP	ko04978	Mineral absorption [PATH:ko04978]
gene=silP	ko01524	Platinum drug resistance [PATH:ko01524]
gene=puuC_1	ko00010	Glycolysis / Gluconeogenesis [PATH:ko00010]
gene=puuC_1	ko00053	Ascorbate and aldarate metabolism [PATH:ko00053]
gene=puuC_1	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=puuC_1	ko00071	Fatty acid degradation [PATH:ko00071]
gene=puuC_1	ko00561	Glycerolipid metabolism [PATH:ko00561]
gene=puuC_1	ko00280	Valine, leucine and isoleucine degradation [PATH:ko00280]
gene=puuC_1	ko00310	Lysine degradation [PATH:ko00310]
gene=puuC_1	ko00330	Arginine and proline metabolism [PATH:ko00330]
gene=puuC_1	ko00340	Histidine metabolism [PATH:ko00340]
gene=puuC_1	ko00380	Tryptophan metabolism [PATH:ko00380]
gene=puuC_1	ko00410	beta-Alanine metabolism [PATH:ko00410]
gene=puuC_1	ko00770	Pantothenate and CoA biosynthesis [PATH:ko00770]
gene=puuC_1	ko00981	Insect hormone biosynthesis [PATH:ko00981]
gene=puuC_1	ko00903	Limonene and pinene degradation [PATH:ko00903]
gene=puuC_1	ko00625	Chloroalkane and chloroalkene degradation [PATH:ko00625]
gene=puuC_1	ko04936	Alcoholic liver disease [PATH:ko04936]
gene=srfAB_1	ko01054	Nonribosomal peptide structures [PATH:ko01054]
gene=srfAB_1	ko02024	Quorum sensing [PATH:ko02024]
gene=srfAB_1	ko01008	Polyketide biosynthesis proteins [BR:ko01008]
gene=yqfL_1	99980	Enzymes with EC numbers
gene=btr_8	ko03000	Transcription factors [BR:ko03000]
gene=pdxJ_1	ko00750	Vitamin B6 metabolism [PATH:ko00750]
gene=arnE	ko01503	Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]
gene=arnE	ko02000	Transporters [BR:ko02000]
gene=cyoE	ko00190	Oxidative phosphorylation [PATH:ko00190]
gene=cyoE	ko00860	Porphyrin metabolism [PATH:ko00860]
gene=cyoE	ko04714	Thermogenesis [PATH:ko04714]
gene=cyoE	ko01006	Prenyltransferases [BR:ko01006]
gene=cyoE	ko03029	Mitochondrial biogenesis [BR:ko03029]
gene=dctB_3	ko02020	Two-component system [PATH:ko02020]
gene=dctB_3	ko01001	Protein kinases [BR:ko01001]
gene=dctB_3	ko02022	Two-component system [BR:ko02022]
gene=comX	ko02020	Two-component system [PATH:ko02020]
gene=comX	ko02024	Quorum sensing [PATH:ko02024]
gene=comX	ko02044	Secretion system [BR:ko02044]
gene=ntcA_1	ko03000	Transcription factors [BR:ko03000]
gene=nikR	ko03000	Transcription factors [BR:ko03000]
gene=rsmA	ko03009	Ribosome biogenesis [BR:ko03009]
gene=yheH_1	ko02000	Transporters [BR:ko02000]
gene=hsdS	ko02048	Prokaryotic defense system [BR:ko02048]
gene=glyA2_2	ko00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
gene=glyA2_2	ko00680	Methane metabolism [PATH:ko00680]
gene=glyA2_2	ko00260	Glycine, serine and threonine metabolism [PATH:ko00260]
gene=glyA2_2	ko00460	Cyanoamino acid metabolism [PATH:ko00460]
gene=glyA2_2	ko00670	One carbon pool by folate [PATH:ko00670]
gene=glyA2_2	ko01523	Antifolate resistance [PATH:ko01523]
gene=dut_3	ko00240	Pyrimidine metabolism [PATH:ko00240]
gene=dut_3	ko00983	Drug metabolism - other enzymes [PATH:ko00983]
gene=dut_3	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=natA_10	ko02010	ABC transporters [PATH:ko02010]
gene=natA_10	ko02020	Two-component system [PATH:ko02020]
gene=natA_10	ko02000	Transporters [BR:ko02000]
gene=pduE	ko00640	Propanoate metabolism [PATH:ko00640]
gene=ndbB_1	ko00190	Oxidative phosphorylation [PATH:ko00190]
gene=rapI_1	99980	Enzymes with EC numbers
gene=ftcR	ko02022	Two-component system [BR:ko02022]
gene=ycdX	99996	General function prediction only
gene=murB	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=murB	ko00550	Peptidoglycan biosynthesis [PATH:ko00550]
gene=murB	ko01011	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
gene=gsiC_1	ko02024	Quorum sensing [PATH:ko02024]
gene=gsiC_1	ko02000	Transporters [BR:ko02000]
protein=Beta-glucosidase	ko00500	Starch and sucrose metabolism [PATH:ko00500]
protein=Beta-glucosidase	ko00460	Cyanoamino acid metabolism [PATH:ko00460]
protein=Beta-glucosidase	ko00999	Biosynthesis of various plant secondary metabolites [PATH:ko00999]
gene=aldA_2	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=aldA_2	ko00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
gene=rluF_1	ko03009	Ribosome biogenesis [BR:ko03009]
gene=flhD	ko02020	Two-component system [PATH:ko02020]
gene=flhD	ko02024	Quorum sensing [PATH:ko02024]
gene=flhD	ko02026	Biofilm formation - Escherichia coli [PATH:ko02026]
gene=flhD	ko02040	Flagellar assembly [PATH:ko02040]
gene=flhD	ko02035	Bacterial motility proteins [BR:ko02035]
gene=iolD_5	ko00562	Inositol phosphate metabolism [PATH:ko00562]
gene=capB_2	99973	Transcription
gene=rhaA	ko00051	Fructose and mannose metabolism [PATH:ko00051]
gene=aspC_3	ko00250	Alanine, aspartate and glutamate metabolism [PATH:ko00250]
gene=aspC_3	ko00270	Cysteine and methionine metabolism [PATH:ko00270]
gene=aspC_3	ko00220	Arginine biosynthesis [PATH:ko00220]
gene=aspC_3	ko00330	Arginine and proline metabolism [PATH:ko00330]
gene=aspC_3	ko00350	Tyrosine metabolism [PATH:ko00350]
gene=aspC_3	ko00360	Phenylalanine metabolism [PATH:ko00360]
gene=aspC_3	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]
gene=aspC_3	ko00950	Isoquinoline alkaloid biosynthesis [PATH:ko00950]
gene=aspC_3	ko00960	Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]
gene=aspC_3	ko00401	Novobiocin biosynthesis [PATH:ko00401]
gene=aspC_3	ko01007	Amino acid related enzymes [BR:ko01007]
gene=capB	99980	Enzymes with EC numbers
gene=mycP5	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=mycP5	ko03110	Chaperones and folding catalysts [BR:ko03110]
gene=tyrP_4	ko02000	Transporters [BR:ko02000]
gene=arnT	ko00540	Lipopolysaccharide biosynthesis [PATH:ko00540]
gene=arnT	ko01503	Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]
gene=arnT	ko01005	Lipopolysaccharide biosynthesis proteins [BR:ko01005]
gene=sigJ_5	ko03021	Transcription machinery [BR:ko03021]
gene=ligB_3	ko03030	DNA replication [PATH:ko03030]
gene=ligB_3	ko03410	Base excision repair [PATH:ko03410]
gene=ligB_3	ko03420	Nucleotide excision repair [PATH:ko03420]
gene=ligB_3	ko03430	Mismatch repair [PATH:ko03430]
gene=ligB_3	ko03032	DNA replication proteins [BR:ko03032]
gene=ligB_3	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=mppA_1	ko02010	ABC transporters [PATH:ko02010]
gene=mppA_1	ko02024	Quorum sensing [PATH:ko02024]
gene=mppA_1	ko01501	beta-Lactam resistance [PATH:ko01501]
gene=mppA_1	ko02000	Transporters [BR:ko02000]
gene=brpA_3	ko00552	Teichoic acid biosynthesis [PATH:ko00552]
gene=metH_4	ko00270	Cysteine and methionine metabolism [PATH:ko00270]
gene=metH_4	ko00450	Selenocompound metabolism [PATH:ko00450]
gene=metH_4	ko00670	One carbon pool by folate [PATH:ko00670]
gene=phaA	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=phaA	ko00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
gene=phaA	ko00650	Butanoate metabolism [PATH:ko00650]
gene=phaA	ko00720	Carbon fixation pathways in prokaryotes [PATH:ko00720]
gene=phaA	ko00071	Fatty acid degradation [PATH:ko00071]
gene=phaA	ko00280	Valine, leucine and isoleucine degradation [PATH:ko00280]
gene=phaA	ko00310	Lysine degradation [PATH:ko00310]
gene=phaA	ko00380	Tryptophan metabolism [PATH:ko00380]
gene=phaA	ko00900	Terpenoid backbone biosynthesis [PATH:ko00900]
gene=phaA	ko00362	Benzoate degradation [PATH:ko00362]
gene=phaA	ko02020	Two-component system [PATH:ko02020]
gene=phaA	ko04975	Fat digestion and absorption [PATH:ko04975]
gene=phaA	ko04147	Exosome [BR:ko04147]
gene=purD_1	ko00230	Purine metabolism [PATH:ko00230]
gene=dsdA_1	ko00260	Glycine, serine and threonine metabolism [PATH:ko00260]
gene=dsdA_1	ko00470	D-Amino acid metabolism [PATH:ko00470]
gene=yhbU_1	ko05120	Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
gene=yhbU_1	ko01002	Peptidases and inhibitors [BR:ko01002]
protein=Putative	ko00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
protein=Putative	ko00680	Methane metabolism [PATH:ko00680]
gene=ynhG	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=ynhG	ko01011	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
gene=petD	ko00195	Photosynthesis [PATH:ko00195]
gene=petD	ko00194	Photosynthesis proteins [BR:ko00194]
gene=cobQ_2	ko00550	Peptidoglycan biosynthesis [PATH:ko00550]
gene=epsJ_5	ko00540	Lipopolysaccharide biosynthesis [PATH:ko00540]
gene=epsJ_5	ko01005	Lipopolysaccharide biosynthesis proteins [BR:ko01005]
gene=murQ_1	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=prmA_1	ko03009	Ribosome biogenesis [BR:ko03009]
gene=acuR	ko03000	Transcription factors [BR:ko03000]
gene=tcyB	ko02000	Transporters [BR:ko02000]
gene=metI_2	ko02010	ABC transporters [PATH:ko02010]
gene=metI_2	ko02000	Transporters [BR:ko02000]
gene=xanP_1	ko02000	Transporters [BR:ko02000]
gene=bioK_1	ko00330	Arginine and proline metabolism [PATH:ko00330]
gene=bioK_1	ko01007	Amino acid related enzymes [BR:ko01007]
gene=yejB_2	ko02010	ABC transporters [PATH:ko02010]
gene=yejB_2	ko02000	Transporters [BR:ko02000]
gene=phnX	ko00440	Phosphonate and phosphinate metabolism [PATH:ko00440]
gene=yhhQ_2	ko02000	Transporters [BR:ko02000]
gene=cyaB_3	ko00230	Purine metabolism [PATH:ko00230]
gene=cyaB_3	ko04113	Meiosis - yeast [PATH:ko04113]
gene=cyaB_3	ko02025	Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
gene=cyaB_3	ko04213	Longevity regulating pathway - multiple species [PATH:ko04213]
gene=czcD	ko04978	Mineral absorption [PATH:ko04978]
gene=czcD	ko02000	Transporters [BR:ko02000]
gene=sqr	ko00920	Sulfur metabolism [PATH:ko00920]
gene=impA	ko00562	Inositol phosphate metabolism [PATH:ko00562]
gene=impA	ko00521	Streptomycin biosynthesis [PATH:ko00521]
gene=impA	ko04070	Phosphatidylinositol signaling system [PATH:ko04070]
gene=clpP_5	ko04112	Cell cycle - Caulobacter [PATH:ko04112]
gene=clpP_5	ko04212	Longevity regulating pathway - worm [PATH:ko04212]
gene=clpP_5	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=nrfG_2	99992	Structural proteins
gene=flgD	ko02040	Flagellar assembly [PATH:ko02040]
gene=flgD	ko02035	Bacterial motility proteins [BR:ko02035]
gene=spoVD_4	ko00550	Peptidoglycan biosynthesis [PATH:ko00550]
gene=spoVD_4	ko01011	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
gene=ppiC_2	ko03110	Chaperones and folding catalysts [BR:ko03110]
gene=mshD_11	99997	Function unknown
gene=ileS_1	ko00970	Aminoacyl-tRNA biosynthesis [PATH:ko00970]
gene=ileS_1	ko01007	Amino acid related enzymes [BR:ko01007]
gene=ileS_1	ko03016	Transfer RNA biogenesis [BR:ko03016]
gene=tarJ	ko00040	Pentose and glucuronate interconversions [PATH:ko00040]
gene=thcD_5	ko00071	Fatty acid degradation [PATH:ko00071]
gene=thcD_5	ko00360	Phenylalanine metabolism [PATH:ko00360]
protein=putative	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=yidC	ko03060	Protein export [PATH:ko03060]
gene=yidC	ko03070	Bacterial secretion system [PATH:ko03070]
gene=yidC	ko02024	Quorum sensing [PATH:ko02024]
gene=yidC	ko03029	Mitochondrial biogenesis [BR:ko03029]
gene=yidC	ko02044	Secretion system [BR:ko02044]
gene=gbuC_2	ko02010	ABC transporters [PATH:ko02010]
gene=gbuC_2	ko02000	Transporters [BR:ko02000]
gene=sucD_4	ko00020	Citrate cycle (TCA cycle) [PATH:ko00020]
gene=sucD_4	ko00640	Propanoate metabolism [PATH:ko00640]
gene=sucD_4	ko00660	C5-Branched dibasic acid metabolism [PATH:ko00660]
gene=sucD_4	ko00720	Carbon fixation pathways in prokaryotes [PATH:ko00720]
gene=dnaN	ko03030	DNA replication [PATH:ko03030]
gene=dnaN	ko03430	Mismatch repair [PATH:ko03430]
gene=dnaN	ko03440	Homologous recombination [PATH:ko03440]
gene=dnaN	ko03032	DNA replication proteins [BR:ko03032]
gene=dnaN	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=acnM	ko00640	Propanoate metabolism [PATH:ko00640]
gene=cobI_2	ko00860	Porphyrin metabolism [PATH:ko00860]
gene=spoII	ko00500	Starch and sucrose metabolism [PATH:ko00500]
gene=abo	ko00260	Glycine, serine and threonine metabolism [PATH:ko00260]
gene=sigM	ko03021	Transcription machinery [BR:ko03021]
gene=tdcD_1	ko00640	Propanoate metabolism [PATH:ko00640]
gene=wbpA_1	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=wbpA_1	ko00541	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]
gene=rmpA	ko00030	Pentose phosphate pathway [PATH:ko00030]
gene=rmpA	ko00680	Methane metabolism [PATH:ko00680]
gene=cysQ_3	ko00920	Sulfur metabolism [PATH:ko00920]
gene=cysQ_3	ko03016	Transfer RNA biogenesis [BR:ko03016]
gene=ppa	ko00190	Oxidative phosphorylation [PATH:ko00190]
gene=nagZ_1	ko00520	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
gene=nagZ_1	ko00531	Glycosaminoglycan degradation [PATH:ko00531]
gene=nagZ_1	ko01501	beta-Lactam resistance [PATH:ko01501]
gene=sugA_7	ko02000	Transporters [BR:ko02000]
gene=mcpU_3	ko02020	Two-component system [PATH:ko02020]
gene=mcpU_3	ko02030	Bacterial chemotaxis [PATH:ko02030]
gene=mcpU_3	ko02035	Bacterial motility proteins [BR:ko02035]
gene=ompC	ko02020	Two-component system [PATH:ko02020]
gene=ompC	ko01501	beta-Lactam resistance [PATH:ko01501]
gene=ompC	ko02000	Transporters [BR:ko02000]
gene=tsaE_3	ko03016	Transfer RNA biogenesis [BR:ko03016]
gene=wprA	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=wprA	ko03110	Chaperones and folding catalysts [BR:ko03110]
gene=phnC	ko02010	ABC transporters [PATH:ko02010]
gene=phnC	ko02000	Transporters [BR:ko02000]
gene=fptA_6	ko02000	Transporters [BR:ko02000]
gene=lpxK_2	ko00540	Lipopolysaccharide biosynthesis [PATH:ko00540]
gene=lpxK_2	ko01005	Lipopolysaccharide biosynthesis proteins [BR:ko01005]
gene=nth_2	99976	Replication and repair
gene=tufB_1	ko04626	Plant-pathogen interaction [PATH:ko04626]
gene=tufB_1	ko03012	Translation factors [BR:ko03012]
gene=tufB_1	ko03029	Mitochondrial biogenesis [BR:ko03029]
gene=tufB_1	ko04147	Exosome [BR:ko04147]
gene=novJ	ko00061	Fatty acid biosynthesis [PATH:ko00061]
gene=novJ	ko00780	Biotin metabolism [PATH:ko00780]
gene=novJ	ko00333	Prodigiosin biosynthesis [PATH:ko00333]
gene=novJ	ko01004	Lipid biosynthesis proteins [BR:ko01004]
gene=xerC_3	ko03036	Chromosome and associated proteins [BR:ko03036]
gene=kpsT	ko02010	ABC transporters [PATH:ko02010]
gene=kpsT	ko02000	Transporters [BR:ko02000]
protein=Putative	ko00630	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
protein=Putative	ko00680	Methane metabolism [PATH:ko00680]
gene=nudJ	ko00740	Riboflavin metabolism [PATH:ko00740]
gene=nifB_1	99982	Energy metabolism
gene=pknA_3	ko04150	mTOR signaling pathway [PATH:ko04150]
gene=pknA_3	ko04140	Autophagy - animal [PATH:ko04140]
gene=pknA_3	ko04138	Autophagy - yeast [PATH:ko04138]
gene=pknA_3	ko04136	Autophagy - other [PATH:ko04136]
gene=pknA_3	ko04139	Mitophagy - yeast [PATH:ko04139]
gene=pknA_3	ko04212	Longevity regulating pathway - worm [PATH:ko04212]
gene=pknA_3	ko05010	Alzheimer disease [PATH:ko05010]
gene=pknA_3	ko05014	Amyotrophic lateral sclerosis [PATH:ko05014]
gene=pknA_3	ko05016	Huntington disease [PATH:ko05016]
gene=pknA_3	ko05017	Spinocerebellar ataxia [PATH:ko05017]
gene=pknA_3	ko05022	Pathways of neurodegeneration - multiple diseases [PATH:ko05022]
gene=pknA_3	ko01001	Protein kinases [BR:ko01001]
gene=pknA_3	ko04131	Membrane trafficking [BR:ko04131]
gene=pknA_3	ko03029	Mitochondrial biogenesis [BR:ko03029]
gene=dhaK_5	ko00561	Glycerolipid metabolism [PATH:ko00561]
gene=dns	99980	Enzymes with EC numbers
gene=mreB_1	ko03036	Chromosome and associated proteins [BR:ko03036]
gene=mreB_1	ko04812	Cytoskeleton proteins [BR:ko04812]
gene=mreB_1	ko02048	Prokaryotic defense system [BR:ko02048]
gene=recA_4	ko03440	Homologous recombination [PATH:ko03440]
gene=recA_4	ko03400	DNA repair and recombination proteins [BR:ko03400]
gene=aldHT	ko00040	Pentose and glucuronate interconversions [PATH:ko00040]
gene=lov_1	ko01001	Protein kinases [BR:ko01001]
gene=lon_2	ko04112	Cell cycle - Caulobacter [PATH:ko04112]
gene=lon_2	ko01002	Peptidases and inhibitors [BR:ko01002]
gene=rutF	ko00860	Porphyrin metabolism [PATH:ko00860]
gene=cotA	99980	Enzymes with EC numbers
gene=cbiQ	ko02010	ABC transporters [PATH:ko02010]
gene=cbiQ	ko02000	Transporters [BR:ko02000]
gene=nemA_2	ko00592	alpha-Linolenic acid metabolism [PATH:ko00592]
gene=disA_1	99976	Replication and repair
gene=carA_2	ko00620	Pyruvate metabolism [PATH:ko00620]
gene=carA_2	ko00640	Propanoate metabolism [PATH:ko00640]
gene=carA_2	ko00643	Styrene degradation [PATH:ko00643]
gene=yfmP_1	ko03000	Transcription factors [BR:ko03000]
gene=amyX	ko00500	Starch and sucrose metabolism [PATH:ko00500]
gene=azoB_6	ko00130	Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]
gene=alkB1	ko00071	Fatty acid degradation [PATH:ko00071]
gene=alkB1	ko00930	Caprolactam degradation [PATH:ko00930]
protein=N-carbamoyl-D-amino	ko00330	Arginine and proline metabolism [PATH:ko00330]
gene=psbA1_1	ko00195	Photosynthesis [PATH:ko00195]
gene=psbA1_1	ko00194	Photosynthesis proteins [BR:ko00194]
gene=fepD_2	ko02000	Transporters [BR:ko02000]
gene=gabT_5	ko00640	Propanoate metabolism [PATH:ko00640]
gene=gabT_5	ko00650	Butanoate metabolism [PATH:ko00650]
gene=gabT_5	ko00250	Alanine, aspartate and glutamate metabolism [PATH:ko00250]
gene=gabT_5	ko00280	Valine, leucine and isoleucine degradation [PATH:ko00280]
gene=gabT_5	ko00310	Lysine degradation [PATH:ko00310]
gene=gabT_5	ko00410	beta-Alanine metabolism [PATH:ko00410]
gene=gabT_5	ko01007	Amino acid related enzymes [BR:ko01007]
gene=atzF	ko00220	Arginine biosynthesis [PATH:ko00220]
gene=atzF	ko00791	Atrazine degradation [PATH:ko00791]
gene=rnmV_2	99980	Enzymes with EC numbers
gene=rpsR1	ko03010	Ribosome [PATH:ko03010]
gene=rpsR1	ko03011	Ribosome [BR:ko03011]
gene=cutD	99980	Enzymes with EC numbers
gene=bglF_13	ko02060	Phosphotransferase system (PTS) [PATH:ko02060]
gene=bglF_13	ko02000	Transporters [BR:ko02000]
gene=soxD_6	ko00680	Methane metabolism [PATH:ko00680]
gene=rpfE	99986	Glycan metabolism
gene=tuaG_3	ko01003	Glycosyltransferases [BR:ko01003]
gene=iorA_5	99980	Enzymes with EC numbers
gene=cheA_6	ko02020	Two-component system [PATH:ko02020]
gene=cheA_6	ko01001	Protein kinases [BR:ko01001]
gene=cheA_6	ko02022	Two-component system [BR:ko02022]
gene=cheA_6	ko02035	Bacterial motility proteins [BR:ko02035]
gene=nasF	ko00860	Porphyrin metabolism [PATH:ko00860]
gene=gcdC_1	ko00650	Butanoate metabolism [PATH:ko00650]
gene=gcdC_1	ko00362	Benzoate degradation [PATH:ko00362]
gene=gcdC_1	ko02000	Transporters [BR:ko02000]
gene=yhbY	ko03009	Ribosome biogenesis [BR:ko03009]
gene=fbp_1	99980	Enzymes with EC numbers
gene=tagH_1	ko02010	ABC transporters [PATH:ko02010]
gene=tagH_1	ko02000	Transporters [BR:ko02000]
gene=sdaA_1	ko00260	Glycine, serine and threonine metabolism [PATH:ko00260]
gene=sdaA_1	ko00270	Cysteine and methionine metabolism [PATH:ko00270]
gene=ezrA	ko03036	Chromosome and associated proteins [BR:ko03036]
gene=cbpD_2	99996	General function prediction only
gene=cbtA_4	ko02048	Prokaryotic defense system [BR:ko02048]
gene=rluD_4	ko03009	Ribosome biogenesis [BR:ko03009]
gene=pasT	99987	Cofactor metabolism
gene=leuD_1	ko00660	C5-Branched dibasic acid metabolism [PATH:ko00660]
gene=leuD_1	ko00290	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]
gene=mrdA_2	ko00550	Peptidoglycan biosynthesis [PATH:ko00550]
gene=mrdA_2	ko01501	beta-Lactam resistance [PATH:ko01501]
gene=mrdA_2	ko01011	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
gene=pdhR	ko03000	Transcription factors [BR:ko03000]
gene=rpmGA_3	ko03010	Ribosome [PATH:ko03010]
gene=rpmGA_3	ko03011	Ribosome [BR:ko03011]
